X,name,handedness,height,weight,avg,HR,HR_normalized,avg_normalized
398,Amos Otis,R,71,165,0.277,193,0.342806394316163,0.844512195121951
399,Gene Alley,R,70,160,0.254,55,0.0976909413854352,0.774390243902439
400,Ted Sizemore,R,70,165,0.262,23,0.0408525754884547,0.798780487804878
401,Dan Briggs,L,72,180,0.195,12,0.0213143872113677,0.594512195121951
402,Joe Skalski,R,75,190,0,0,0,0
403,Doug Flynn,R,71,165,0.238,7,0.0124333925399645,0.725609756097561
404,Bert Bradley,B,73,190,0,0,0,0
405,Ken Holtzman,R,74,175,0.163,2,0.00355239786856128,0.496951219512195
406,Pete Ward,L,73,185,0.254,98,0.174067495559503,0.774390243902439
407,Kevin Bell,R,72,195,0.222,13,0.0230905861456483,0.676829268292683
408,Tom Nieto,R,73,193,0.205,5,0.0088809946714032,0.625
409,Duke Sims,L,74,197,0.239,100,0.177619893428064,0.728658536585366
410,Larvell Blanks,R,68,167,0.253,20,0.0355239786856128,0.771341463414634
411,Francisco Barrios,R,71,155,0,0,0,0
412,Mike Davis,L,74,175,0.259,91,0.161634103019538,0.789634146341463
413,Jerry Reuss,L,77,200,0.167,1,0.00177619893428064,0.509146341463415
414,Steve Yeager,R,72,190,0.228,102,0.181172291296625,0.695121951219512
415,Danny Goodwin,L,73,195,0.236,13,0.0230905861456483,0.719512195121951
416,Bud Harrelson,B,71,160,0.236,7,0.0124333925399645,0.719512195121951
417,Bob Knepper,L,75,195,0.137,6,0.0106571936056838,0.417682926829268
418,Mickey Rivers,L,70,165,0.295,61,0.108348134991119,0.899390243902439
419,Jim Northrup,L,75,190,0.267,153,0.271758436944938,0.814024390243902
420,John Hale,L,74,195,0.201,14,0.024866785079929,0.61280487804878
421,Reggie Ritter,L,74,195,0,0,0,0
422,Pedro Garcia,R,70,175,0.22,37,0.0657193605683837,0.670731707317073
423,Carl Yastrzemski,L,71,175,0.285,452,0.802841918294849,0.86890243902439
424,Bob Babcock,R,77,210,0,0,0,0
425,Craig Eaton,R,71,175,0,0,0,0
426,Derrel Thomas,B,72,160,0.249,43,0.0763765541740675,0.759146341463415
427,Art Howe,R,74,190,0.26,43,0.0763765541740675,0.792682926829268
428,Ike Brown,R,72,190,0.256,20,0.0355239786856128,0.780487804878049
429,Howie Goss,R,76,204,0.216,11,0.019538188277087,0.658536585365854
430,Glenn Borgmann,R,76,210,0.229,16,0.0284191829484902,0.698170731707317
431,Lamar Johnson,R,74,215,0.287,64,0.113676731793961,0.875
432,Julio Gonzalez,R,71,162,0.235,4,0.00710479573712256,0.716463414634146
433,Bobby Klaus,R,70,170,0.208,6,0.0106571936056838,0.634146341463415
434,Manny Sanguillen,R,72,193,0.296,65,0.115452930728242,0.902439024390244
435,Gates Brown,L,71,220,0.257,84,0.149200710479574,0.783536585365854
436,Johnny Ray,B,71,170,0.29,53,0.0941385435168739,0.884146341463415
437,Jesus Alou,R,74,190,0.28,32,0.0568383658969805,0.853658536585366
438,Ken Landreaux,L,70,165,0.268,91,0.161634103019538,0.817073170731707
439,Enos Cabell,R,76,170,0.277,60,0.106571936056838,0.844512195121951
440,Roy Branch,R,72,175,0,0,0,0
441,Billy North,B,71,185,0.261,20,0.0355239786856128,0.795731707317073
442,Juan Beniquez,R,71,150,0.274,79,0.140319715808171,0.835365853658537
443,Frank Fernandez,R,72,185,0.199,39,0.0692717584369449,0.606707317073171
444,Bombo Rivera,R,70,187,0.265,10,0.0177619893428064,0.807926829268293
445,Steve Brye,R,72,190,0.258,30,0.0532859680284192,0.786585365853659
446,Ron Jackson,R,72,200,0.259,56,0.0994671403197158,0.789634146341463
447,Roger Metzger,B,72,165,0.231,5,0.0088809946714032,0.704268292682927
448,Rufino Linares,R,72,170,0.27,11,0.019538188277087,0.823170731707317
449,Ray Webster,L,72,185,0.244,17,0.0301953818827709,0.74390243902439
450,Bob Kearney,R,72,190,0.233,27,0.0479573712255773,0.710365853658537
451,Fergie Jenkins,R,77,205,0.165,13,0.0230905861456483,0.503048780487805
452,Dick Dietz,R,73,195,0.261,66,0.117229129662522,0.795731707317073
453,Ted Cox,R,75,195,0.245,10,0.0177619893428064,0.746951219512195
454,Bobby Mitchell,L,70,170,0.243,3,0.00532859680284192,0.740853658536585
455,Bobby Mitchell,R,75,185,0.235,21,0.0373001776198934,0.716463414634146
456,Barry Evans,R,73,180,0.251,2,0.00355239786856128,0.765243902439024
457,Mickey Brantley,R,70,180,0.259,32,0.0568383658969805,0.789634146341463
458,Al Gallagher,R,72,180,0.263,11,0.019538188277087,0.801829268292683
459,Rob Woodward,R,75,185,0,0,0,0
460,Hector Cruz,R,71,170,0.225,39,0.0692717584369449,0.685975609756098
461,Fred Norman,B,68,155,0.125,0,0,0.38109756097561
462,Woody Woodward,R,74,180,0.236,1,0.00177619893428064,0.719512195121951
463,Ted Martinez,R,72,165,0.24,7,0.0124333925399645,0.731707317073171
464,Jim Anderson,R,72,170,0.218,13,0.0230905861456483,0.664634146341463
465,Lenn Sakata,R,69,160,0.23,25,0.044404973357016,0.701219512195122
466,Dave Duncan,R,74,190,0.214,109,0.19360568383659,0.652439024390244
467,Randy Jones,R,72,178,0.132,0,0,0.402439024390244
468,Dick Billings,R,73,195,0.227,16,0.0284191829484902,0.692073170731707
469,Bob Veselic,R,72,175,0,0,0,0
470,Bruce Bochte,L,75,195,0.282,100,0.177619893428064,0.859756097560975
471,Bernie Carbo,L,71,173,0.264,96,0.170515097690941,0.804878048780488
472,Vic Davalillo,L,67,150,0.279,36,0.063943161634103,0.850609756097561
473,Burt Hooton,R,73,210,0.123,4,0.00710479573712256,0.375
474,Chuck Hockenbery,B,73,195,0,0,0,0
475,Bob Ferris,R,78,225,0,0,0,0
476,Fernando Gonzalez,R,70,165,0.235,17,0.0301953818827709,0.716463414634146
477,Jim Sundberg,R,72,190,0.248,95,0.168738898756661,0.75609756097561
478,Andy Kosco,R,75,205,0.236,73,0.129662522202487,0.719512195121951
479,Steve Huntz,B,73,204,0.206,16,0.0284191829484902,0.628048780487805
480,Gary Wheelock,R,75,205,0,0,0,0
481,Lenny Faedo,R,72,170,0.251,5,0.0088809946714032,0.765243902439024
482,John Lowenstein,L,72,175,0.253,116,0.206039076376554,0.771341463414634
483,Don Kessinger,B,73,170,0.252,14,0.024866785079929,0.768292682926829
484,Joe Hague,L,72,195,0.239,40,0.0710479573712256,0.728658536585366
485,Bake McBride,L,74,190,0.299,63,0.11190053285968,0.911585365853658
486,Dick Davis,R,75,190,0.265,27,0.0479573712255773,0.807926829268293
487,Richie Scheinblum,B,73,180,0.263,13,0.0230905861456483,0.801829268292683
488,Ed Herrmann,L,73,195,0.24,80,0.142095914742451,0.731707317073171
489,Mike Rochford,L,76,205,0,0,0,0
490,Jeff Schneider,B,75,195,0,0,0,0
491,Bob Molinaro,L,72,190,0.264,14,0.024866785079929,0.804878048780488
492,Mike Hegan,L,73,188,0.242,53,0.0941385435168739,0.73780487804878
493,Mike Diaz,R,74,195,0.247,31,0.0550621669626998,0.753048780487805
494,Tim Foli,R,72,179,0.251,25,0.044404973357016,0.765243902439024
495,Alan Knicely,R,72,190,0.213,12,0.0213143872113677,0.649390243902439
496,Tim Laudner,R,75,212,0.225,77,0.136767317939609,0.685975609756098
497,Jose Morales,R,71,187,0.287,26,0.0461811722912966,0.875
498,Luis Encarnacion,R,70,178,0,0,0,0
499,Rick Kreuger,R,74,185,0,0,0,0
500,Juan Marichal,R,72,185,0.165,4,0.00710479573712256,0.503048780487805
501,Vida Blue,B,72,189,0.104,4,0.00710479573712256,0.317073170731707
502,Angel Moreno,L,69,165,0,0,0,0
503,Roger Weaver,R,75,190,0,0,0,0
504,Stan Papi,R,72,170,0.218,7,0.0124333925399645,0.664634146341463
505,Rob Wilfong,L,73,180,0.248,39,0.0692717584369449,0.75609756097561
506,Chris Knapp,R,77,195,0,0,0,0
507,Steve Henderson,R,74,190,0.28,68,0.120781527531083,0.853658536585366
508,Rob Picciolo,R,74,185,0.234,17,0.0301953818827709,0.713414634146341
509,Don Welchel,R,76,205,0,0,0,0
510,Randy Wiles,L,73,185,0,0,0,0
511,Roberto Pena,R,68,170,0.245,13,0.0230905861456483,0.746951219512195
512,Bob Dernier,R,72,160,0.255,23,0.0408525754884547,0.777439024390244
513,Bill Melton,R,74,200,0.253,160,0.284191829484902,0.771341463414634
514,Albert Hall,B,71,155,0.251,5,0.0088809946714032,0.765243902439024
515,Barbaro Garbey,R,70,170,0.267,11,0.019538188277087,0.814024390243902
516,John Milner,L,72,185,0.249,131,0.232682060390764,0.759146341463415
517,Rich Reese,L,75,185,0.253,52,0.0923623445825933,0.771341463414634
518,Chris Bando,B,72,195,0.227,27,0.0479573712255773,0.692073170731707
519,Bill Buckner,L,72,185,0.289,174,0.309058614564831,0.88109756097561
520,Jack Hiatt,R,74,190,0.251,22,0.0390763765541741,0.765243902439024
521,Nelson Mathews,R,76,195,0.223,22,0.0390763765541741,0.679878048780488
522,Larry Lintz,B,69,150,0.227,0,0,0.692073170731707
523,Ron Theobald,R,68,165,0.248,2,0.00355239786856128,0.75609756097561
524,Dewey Robinson,R,72,180,0,0,0,0
525,Rafael Santana,R,73,165,0.246,13,0.0230905861456483,0.75
526,Jerry Hairston,B,70,170,0.258,30,0.0532859680284192,0.786585365853659
527,Tony Arnold,R,71,170,0,0,0,0
528,Jeff Schattinger,L,77,200,0,0,0,0
529,Ike Brookens,R,77,170,0,0,0,0
530,Tommie Aaron,R,75,190,0.229,13,0.0230905861456483,0.698170731707317
531,Steve Dillard,R,73,180,0.243,13,0.0230905861456483,0.740853658536585
532,Win Remmerswaal,R,74,160,0,0,0,0
533,Jeff Peterek,R,74,195,0,0,0,0
534,George Scott,R,74,200,0.268,271,0.481349911190053,0.817073170731707
535,Jeff Shaver,R,75,195,0,0,0,0
536,Ken Walters,R,73,180,0.231,11,0.019538188277087,0.704268292682927
537,Gorman Thomas,R,74,210,0.225,268,0.476021314387211,0.685975609756098
538,Paul Dade,R,73,185,0.27,10,0.0177619893428064,0.823170731707317
539,Darrell Porter,L,72,193,0.247,188,0.33392539964476,0.753048780487805
540,Tim Johnson,L,73,170,0.223,0,0,0.679878048780488
541,Fred Stanley,R,70,165,0.216,10,0.0177619893428064,0.658536585365854
542,Larry Bowa,B,70,155,0.26,15,0.0266429840142096,0.792682926829268
543,Tim Corcoran,L,71,175,0.27,12,0.0213143872113677,0.823170731707317
544,Jim Spencer,L,74,195,0.25,146,0.259325044404973,0.76219512195122
545,Pete LaCock,L,74,200,0.257,27,0.0479573712255773,0.783536585365854
546,Carl Morton,R,72,200,0.156,7,0.0124333925399645,0.475609756097561
547,Gary Gray,R,72,187,0.24,24,0.0426287744227353,0.731707317073171
548,Matty Alou,L,69,160,0.307,31,0.0550621669626998,0.935975609756098
549,Pete Filson,B,74,195,0,0,0,0
550,Jim Dwyer,L,70,165,0.26,77,0.136767317939609,0.792682926829268
551,Dalton Jones,L,73,180,0.235,41,0.0728241563055062,0.716463414634146
552,Rennie Stennett,R,71,160,0.274,41,0.0728241563055062,0.835365853658537
553,Jim Gideon,R,75,190,0,0,0,0
554,Jerry May,R,74,190,0.234,15,0.0266429840142096,0.713414634146341
555,Rich McKinney,R,71,185,0.225,20,0.0355239786856128,0.685975609756098
556,Clint Hurdle,L,75,195,0.259,32,0.0568383658969805,0.789634146341463
557,Mike Andrews,R,75,195,0.258,66,0.117229129662522,0.786585365853659
558,Bobby Clark,R,72,190,0.239,19,0.0337477797513321,0.728658536585366
559,Jeff Twitty,L,74,185,0,0,0,0
560,Cliff Johnson,R,76,215,0.258,196,0.348134991119005,0.786585365853659
561,Steve Cummings,B,74,200,0,0,0,0
562,Donn Clendenon,R,76,209,0.274,159,0.282415630550622,0.835365853658537
563,Charlie James,R,73,195,0.255,29,0.0515097690941385,0.777439024390244
564,Bob Horner,R,73,195,0.277,218,0.387211367673179,0.844512195121951
565,Tom Veryzer,R,73,175,0.241,14,0.024866785079929,0.734756097560976
566,Jose Cecena,R,71,180,0,0,0,0
567,George Smith,R,70,170,0.205,9,0.0159857904085258,0.625
568,Jim Essian,R,74,195,0.244,33,0.0586145648312611,0.74390243902439
569,Onix Concepcion,R,66,160,0.239,3,0.00532859680284192,0.728658536585366
570,Boots Day,L,69,160,0.256,8,0.0142095914742451,0.780487804878049
571,Brian Giles,R,73,165,0.228,10,0.0177619893428064,0.695121951219512
572,Garry Maddox,R,75,175,0.285,117,0.207815275310835,0.86890243902439
573,Alex Trevino,R,70,165,0.249,23,0.0408525754884547,0.759146341463415
574,Jim Price,R,72,192,0.214,18,0.0319715808170515,0.652439024390244
575,Felix Millan,R,71,172,0.279,22,0.0390763765541741,0.850609756097561
576,Steve Garvey,R,70,192,0.294,272,0.483126110124334,0.896341463414634
577,Don Mincher,L,75,205,0.249,200,0.355239786856128,0.759146341463415
578,Greg Erardi,R,73,190,0,0,0,0
579,Jim Farr,R,73,195,0,0,0,0
580,Tony Cloninger,R,72,210,0.192,11,0.019538188277087,0.585365853658537
581,Jim Gosger,L,71,185,0.226,30,0.0532859680284192,0.689024390243902
582,Chuck Harrison,R,70,185,0.238,17,0.0301953818827709,0.725609756097561
583,Mike Ivie,R,75,205,0.269,81,0.143872113676732,0.820121951219512
584,Frank Dimichele,R,75,205,0,0,0,0
585,Bob Veale,B,78,212,0.114,0,0,0.347560975609756
586,Marvell Wynne,L,71,175,0.247,40,0.0710479573712256,0.753048780487805
587,Dusty Baker,R,74,183,0.278,242,0.429840142095915,0.847560975609756
588,Tucker Ashford,R,73,195,0.218,6,0.0106571936056838,0.664634146341463
589,Ned Yost,R,73,190,0.212,16,0.0284191829484902,0.646341463414634
590,Bob Stinson,B,71,180,0.25,33,0.0586145648312611,0.76219512195122
591,Mike Warren,R,73,175,0,0,0,0
592,Gaylord Perry,R,76,205,0.131,6,0.0106571936056838,0.399390243902439
593,Dave Marshall,L,73,182,0.246,16,0.0284191829484902,0.75
594,Mickey Hatcher,R,74,200,0.28,38,0.0674955595026643,0.853658536585366
595,Roger Repoz,L,75,190,0.224,82,0.145648312611012,0.682926829268293
596,Bill Fulton,R,75,195,0,0,0,0
597,John Orsino,R,75,215,0.249,40,0.0710479573712256,0.759146341463415
598,Larry Anderson,R,75,190,0,0,0,0
599,Johnny Briggs,L,73,190,0.253,139,0.246891651865009,0.771341463414634
600,Craig Mitchell,R,75,180,0,0,0,0
601,Dave Hostetler,R,76,215,0.229,37,0.0657193605683837,0.698170731707317
602,Bob Jones,L,74,195,0.221,20,0.0355239786856128,0.673780487804878
603,Keith Hernandez,L,72,180,0.296,162,0.287744227353464,0.902439024390244
604,Alfredo Martinez,R,75,185,0,0,0,0
605,Dean Chance,R,75,200,0.066,0,0,0.201219512195122
606,Willie Upshaw,L,72,185,0.262,123,0.218472468916519,0.798780487804878
607,Dick Green,R,70,180,0.24,80,0.142095914742451,0.731707317073171
608,Dane Iorg,L,72,180,0.276,14,0.024866785079929,0.841463414634146
609,Richie Hebner,L,73,195,0.276,203,0.36056838365897,0.841463414634146
610,Fran Healy,R,77,220,0.25,20,0.0355239786856128,0.76219512195122
611,Doc Edwards,R,74,215,0.238,15,0.0266429840142096,0.725609756097561
612,Sandy Alomar,B,69,140,0.245,13,0.0230905861456483,0.746951219512195
613,Joe Strain,R,70,169,0.25,1,0.00177619893428064,0.76219512195122
614,Gene Richards,L,72,175,0.29,26,0.0461811722912966,0.884146341463415
615,Buddy Bell,R,73,180,0.279,201,0.357015985790409,0.850609756097561
616,Al Woods,L,75,190,0.271,35,0.0621669626998224,0.826219512195122
617,Rudy Law,L,73,165,0.271,18,0.0319715808170515,0.826219512195122
618,Joel Davis,L,77,205,0,0,0,0
619,Jody Davis,R,76,192,0.245,127,0.225577264653641,0.746951219512195
620,Mike Edwards,R,70,154,0.25,2,0.00355239786856128,0.76219512195122
621,Bill Mooneyham,R,72,175,0,0,0,0
622,John Hobbs,R,75,190,0,0,0,0
623,Deron Johnson,R,74,200,0.244,245,0.435168738898757,0.74390243902439
624,John Denny,R,75,185,0.17,0,0,0.518292682926829
625,Don Wert,R,70,162,0.242,77,0.136767317939609,0.73780487804878
626,Mike Fiore,L,72,175,0.227,13,0.0230905861456483,0.692073170731707
627,Miguel Dilone,B,72,160,0.265,6,0.0106571936056838,0.807926829268293
628,Greg Luzinski,R,73,220,0.276,307,0.545293072824156,0.841463414634146
629,Bobby Tolan,L,71,170,0.265,86,0.152753108348135,0.807926829268293
630,Karl Best,R,76,190,0,0,0,0
631,Steve Barr,L,76,200,0,0,0,0
632,Ron Woods,R,70,168,0.233,26,0.0461811722912966,0.710365853658537
633,Tony Horton,R,75,210,0.268,76,0.134991119005329,0.817073170731707
634,Randy Hundley,R,71,170,0.236,82,0.145648312611012,0.719512195121951
635,Jose Tartabull,L,71,165,0.261,2,0.00355239786856128,0.795731707317073
636,Ben Oglivie,L,74,160,0.273,235,0.41740674955595,0.832317073170732
637,Luis Sanchez,R,74,170,0,0,0,0
638,Bob Johnson,R,70,175,0.272,44,0.0781527531083481,0.829268292682927
639,Don Buford,B,67,160,0.264,93,0.165186500888099,0.804878048780488
640,Duane Kuiper,L,72,175,0.271,1,0.00177619893428064,0.826219512195122
641,Brant Alyea,R,75,215,0.247,38,0.0674955595026643,0.753048780487805
642,Jerry Narron,L,75,205,0.211,21,0.0373001776198934,0.643292682926829
643,Lou Johnson,R,71,170,0.258,48,0.0852575488454707,0.786585365853659
644,Ken Retzer,L,72,185,0.264,14,0.024866785079929,0.804878048780488
645,Mike Brown,R,74,195,0.265,23,0.0408525754884547,0.807926829268293
646,Mike Brown,R,74,195,0,0,0,0
647,Greg Walker,L,75,205,0.26,113,0.200710479573712,0.792682926829268
648,Terry Harper,R,76,195,0.253,36,0.063943161634103,0.771341463414634
649,Jerry Royster,R,72,165,0.249,40,0.0710479573712256,0.759146341463415
650,Steve Davis,L,73,195,0,0,0,0
651,Jeff Rineer,L,76,205,0,0,0,0
652,Barry Bonnell,R,75,190,0.272,56,0.0994671403197158,0.829268292682927
653,Tom Seaver,R,73,195,0.154,12,0.0213143872113677,0.469512195121951
654,Jerry Martin,R,73,195,0.251,85,0.150976909413854,0.765243902439024
655,Bill Stein,R,70,170,0.267,44,0.0781527531083481,0.814024390243902
656,Joel Youngblood,R,72,180,0.265,80,0.142095914742451,0.807926829268293
657,Reggie Jackson,L,72,195,0.262,563,1,0.798780487804878
658,Sonny Jackson,L,69,150,0.251,7,0.0124333925399645,0.765243902439024
659,Mark Mercer,L,77,220,0,0,0,0
660,Rodney Scott,B,72,160,0.236,3,0.00532859680284192,0.719512195121951
661,Rich Coggins,L,68,170,0.265,12,0.0213143872113677,0.807926829268293
662,Phil Gagliano,R,73,180,0.238,14,0.024866785079929,0.725609756097561
663,Jerry McNertney,R,72,180,0.237,27,0.0479573712255773,0.722560975609756
664,Mitchell Page,L,74,205,0.266,72,0.127886323268206,0.810975609756098
665,Kiko Garcia,R,71,180,0.239,12,0.0213143872113677,0.728658536585366
666,Larry Milbourne,B,72,161,0.254,11,0.019538188277087,0.774390243902439
667,Bill Sudakis,B,73,190,0.234,59,0.104795737122558,0.713414634146341
668,John Caneira,R,75,180,0,0,0,0
669,Domingo Ramos,R,70,154,0.24,8,0.0142095914742451,0.731707317073171
670,Ron Oester,B,74,185,0.265,42,0.0746003552397869,0.807926829268293
671,Glenn Adams,L,73,180,0.28,34,0.0603907637655417,0.853658536585366
672,Clint Zavaras,R,73,175,0,0,0,0
673,Joe Morgan,L,67,160,0.271,268,0.476021314387211,0.826219512195122
674,R.J. Reynolds,B,72,190,0.267,35,0.0621669626998224,0.814024390243902
675,Mike Parrott,R,76,210,0,0,0,0
676,Lee Thomas,L,74,195,0.255,106,0.188277087033748,0.777439024390244
677,Ray Fosse,R,74,215,0.256,61,0.108348134991119,0.780487804878049
678,Paul Popovich,B,72,175,0.233,14,0.024866785079929,0.710365853658537
679,John Stephenson,L,71,180,0.216,12,0.0213143872113677,0.658536585365854
680,Doug Clemens,L,72,180,0.229,12,0.0213143872113677,0.698170731707317
681,Luis Aponte,R,72,185,0,0,0,0
682,Orlando Mercado,R,72,180,0.199,7,0.0124333925399645,0.606707317073171
683,Charley Smith,R,73,170,0.239,69,0.122557726465364,0.728658536585366
684,Paul Boris,R,74,200,0,0,0,0
685,Buddy Biancalana,B,71,160,0.205,6,0.0106571936056838,0.625
686,De Wayne Buice,R,72,170,0,0,0,0
687,Bob Uecker,R,73,190,0.2,14,0.024866785079929,0.609756097560976
688,Felix Torres,R,71,165,0.254,27,0.0479573712255773,0.774390243902439
689,Steve Braun,L,70,180,0.271,52,0.0923623445825933,0.826219512195122
690,Ray Knight,R,73,185,0.271,84,0.149200710479574,0.826219512195122
691,Ty Cline,L,72,170,0.238,6,0.0106571936056838,0.725609756097561
692,Thad Bosley,L,75,175,0.272,20,0.0355239786856128,0.829268292682927
693,Bobby Grich,R,74,180,0.266,224,0.397868561278863,0.810975609756098
694,Jimmie Hall,L,72,175,0.254,121,0.214920071047957,0.774390243902439
695,John Boccabella,R,73,195,0.219,26,0.0461811722912966,0.667682926829268
696,Brock Davis,L,70,160,0.26,1,0.00177619893428064,0.792682926829268
697,Mark Esser,R,73,190,0,0,0,0
698,Curt Blefary,L,74,195,0.237,112,0.198934280639432,0.722560975609756
699,Daryl Smith,R,76,185,0,0,0,0
700,Dave Smith,R,73,190,0,0,0,0
701,Mack Jones,L,73,180,0.252,133,0.236234458259325,0.768292682926829
702,Buddy Bradford,R,71,170,0.226,52,0.0923623445825933,0.689024390243902
703,Hosken Powell,L,73,175,0.259,17,0.0301953818827709,0.789634146341463
704,Dave Stapleton,L,73,185,0,0,0,0
705,Dave Stapleton,R,73,178,0.271,41,0.0728241563055062,0.826219512195122
706,Gary Ward,R,74,195,0.276,130,0.230905861456483,0.841463414634146
707,Jim Lonborg,R,77,200,0.136,3,0.00532859680284192,0.414634146341463
708,Joe Lis,R,72,175,0.233,32,0.0568383658969805,0.710365853658537
709,Dan Meyer,L,71,180,0.253,86,0.152753108348135,0.771341463414634
710,Jim Holt,L,72,180,0.265,19,0.0337477797513321,0.807926829268293
711,Tom Klawitter,R,74,190,0,0,0,0
712,Larry Herndon,R,75,190,0.274,107,0.190053285968028,0.835365853658537
713,Gary Christenson,L,77,200,0,0,0,0
714,Jim Wright,R,77,205,0,0,0,0
715,Jim Wright,R,73,165,0,0,0,0
716,Wallace Johnson,B,72,173,0.255,5,0.0088809946714032,0.777439024390244
717,Mike Kinnunen,L,73,185,0,0,0,0
718,Eddie Leon,R,72,170,0.236,24,0.0426287744227353,0.719512195121951
719,Dave Rajsich,L,77,175,0,0,0,0
720,Jim Wohlford,R,71,175,0.26,21,0.0373001776198934,0.792682926829268
721,J.R. Richard,R,80,222,0.168,10,0.0177619893428064,0.51219512195122
722,Bill Voss,L,74,160,0.227,19,0.0337477797513321,0.692073170731707
723,Keith Moreland,R,72,190,0.279,121,0.214920071047957,0.850609756097561
724,Ramon Pena,R,70,155,0,0,0,0
725,Alex Johnson,R,72,205,0.288,78,0.13854351687389,0.878048780487805
726,Wayne Krenchicki,L,73,180,0.266,15,0.0266429840142096,0.810975609756098
727,Chico Escarrega,R,71,185,0,0,0,0
728,Dave Rosello,R,71,160,0.236,10,0.0177619893428064,0.719512195121951
729,Cardell Camper,R,75,208,0,0,0,0
730,Paul Schaal,R,71,165,0.244,57,0.101243339253996,0.74390243902439
731,Tito Landrum,R,71,175,0.249,13,0.0230905861456483,0.759146341463415
732,Dave Edwards,R,72,170,0.237,14,0.024866785079929,0.722560975609756
733,Mario Guerrero,R,70,155,0.257,7,0.0124333925399645,0.783536585365854
734,Tom Tresh,B,73,180,0.245,153,0.271758436944938,0.746951219512195
735,Mike Overy,R,74,190,0,0,0,0
736,Ron Roenicke,B,72,180,0.238,17,0.0301953818827709,0.725609756097561
737,Doug Griffin,R,72,160,0.245,7,0.0124333925399645,0.746951219512195
738,Steve Blass,R,72,165,0.172,1,0.00177619893428064,0.524390243902439
739,Johnnie LeMaster,R,74,165,0.222,22,0.0390763765541741,0.676829268292683
740,Craig Chamberlain,R,73,190,0,0,0,0
741,Nate Oliver,R,70,160,0.226,2,0.00355239786856128,0.689024390243902
742,Ray Sadecki,L,71,180,0.191,5,0.0088809946714032,0.582317073170732
743,Ken Rudolph,R,73,180,0.213,6,0.0106571936056838,0.649390243902439
744,Wayne Nordhagen,R,74,205,0.282,39,0.0692717584369449,0.859756097560975
745,Biff Pocoroba,B,70,175,0.257,21,0.0373001776198934,0.783536585365854
746,Len Matuszek,L,74,190,0.234,30,0.0532859680284192,0.713414634146341
747,Frank Eufemia,R,71,185,0,0,0,0
748,Joe Lefebvre,L,70,170,0.258,31,0.0550621669626998,0.786585365853659
749,Jim Maloney,L,74,190,0.201,7,0.0124333925399645,0.61280487804878
750,Andre Robertson,R,70,155,0.251,5,0.0088809946714032,0.765243902439024
751,Jerry Zimmerman,R,74,185,0.204,3,0.00532859680284192,0.621951219512195
752,Jack Lazorko,R,71,200,0,0,0,0
753,Mike Paxton,R,71,190,0,0,0,0
754,Chet Lemon,R,72,190,0.273,215,0.381882770870337,0.832317073170732
755,Rickey Keeton,R,74,190,0,0,0,0
756,Phil Mankowski,L,72,180,0.264,8,0.0142095914742451,0.804878048780488
757,Cleon Jones,R,72,185,0.281,93,0.165186500888099,0.856707317073171
758,Joaquin Andujar,B,72,170,0.127,5,0.0088809946714032,0.38719512195122
759,Mike Lum,L,72,180,0.247,90,0.159857904085258,0.753048780487805
760,Johnny Grubb,L,75,175,0.278,99,0.175843694493783,0.847560975609756
761,Curt Motton,R,68,164,0.213,25,0.044404973357016,0.649390243902439
762,Johnny Bench,R,73,197,0.267,389,0.690941385435169,0.814024390243902
763,Dale Berra,R,72,180,0.236,49,0.0870337477797513,0.719512195121951
764,Terry Felton,R,73,180,0,0,0,0
765,Bob Meacham,B,73,175,0.236,8,0.0142095914742451,0.719512195121951
766,Mark Clear,R,76,200,0,0,0,0
767,Carl Warwick,R,70,170,0.248,31,0.0550621669626998,0.75609756097561
768,Sam Bowens,R,73,188,0.223,45,0.0799289520426288,0.679878048780488
769,George Wright,B,71,180,0.245,42,0.0746003552397869,0.746951219512195
770,Luis Aguayo,R,69,173,0.236,37,0.0657193605683837,0.719512195121951
771,Hal Lanier,R,74,180,0.228,8,0.0142095914742451,0.695121951219512
772,Mike Pazik,L,74,195,0,0,0,0
773,Len Randle,B,70,169,0.257,27,0.0479573712255773,0.783536585365854
774,Greg Pryor,R,72,180,0.25,14,0.024866785079929,0.76219512195122
775,Jim Traber,L,72,194,0.227,27,0.0479573712255773,0.692073170731707
776,Dave Nelson,R,70,160,0.244,20,0.0355239786856128,0.74390243902439
777,Lynn Jones,R,69,175,0.252,7,0.0124333925399645,0.768292682926829
778,Bryan Little,B,70,160,0.245,3,0.00532859680284192,0.746951219512195
779,Ken Suarez,R,69,175,0.227,5,0.0088809946714032,0.692073170731707
780,Rick Peters,B,69,170,0.277,2,0.00355239786856128,0.844512195121951
781,Ron Stone,L,74,185,0.241,6,0.0106571936056838,0.734756097560976
782,Rich Barnes,R,76,186,0,0,0,0
783,Tommie Agee,R,71,195,0.255,130,0.230905861456483,0.777439024390244
784,Bob Bailey,R,73,180,0.257,189,0.335701598579041,0.783536585365854
785,Cap Peterson,R,74,195,0.23,19,0.0337477797513321,0.701219512195122
786,Ted Uhlaender,L,74,190,0.263,36,0.063943161634103,0.801829268292683
787,Ted Simmons,B,71,193,0.285,248,0.440497335701599,0.86890243902439
788,Bobby Murcer,L,71,160,0.277,252,0.447602131438721,0.844512195121951
789,Dick Tracewski,R,71,160,0.213,8,0.0142095914742451,0.649390243902439
790,Dave Frost,R,78,235,0,0,0,0
791,Mark Souza,L,72,180,0,0,0,0
